!!SBtab	SBtabVersion='0.9.1' TableID='Reaction' TableType='Reaction' TableName='transformed standard Gibbs free energies of reaction, dG0_prime' QuantityType='standard Gibbs free energy of reaction' Unit='kJ/mol' pH='7.0' Temperature='298.15' TemperatureUnit='kelvin' 'IonicStrength='0.1' IoniStrengthUnit='mM' UniqueKeys='False'			
!Identifiers:kegg.reaction	!Mean	   !Std	!Comment
R07864			uncertainty is too high
R07865			uncertainty is too high
R07866	-74.0	25.3	
R07867			uncertainty is too high
R07868			uncertainty is too high
R07869			uncertainty is too high
R07870			uncertainty is too high
R07871			uncertainty is too high
R07872	-0.0	14.4	
R07873			uncertainty is too high
R07874			uncertainty is too high
R07875	-60.5	73.3	
R07876			uncertainty is too high
R07877			uncertainty is too high
R07878			uncertainty is too high
R07879			uncertainty is too high
R07880			uncertainty is too high
R07881	-25.0	36.3	
R07882			uncertainty is too high
R07883			uncertainty is too high
R07884			uncertainty is too high
R07885			uncertainty is too high
R07886			uncertainty is too high
R07887	-9.5	36.5	
R07888	46.2	53.7	
R07889	0.6	53.0	
R07890	20.6	52.3	
R07891	32.6	52.0	
R07892	46.2	52.3	
R07893	0.6	51.6	
R07894	20.6	50.9	
R07895	32.6	50.6	
R07896	46.2	51.0	
R07897	0.6	50.4	
R07898	20.6	49.7	
R07899	32.6	49.4	
R07900			uncertainty is too high
R07901			uncertainty is too high
R07902	-25.0	48.1	
R07903			uncertainty is too high
R07904			uncertainty is too high
R07905			uncertainty is too high
R07906			uncertainty is too high
R07907			uncertainty is too high
R07908			uncertainty is too high
R07909			uncertainty is too high
R07910			uncertainty is too high
R07911			uncertainty is too high
R07912			uncertainty is too high
R07913			uncertainty is too high
R07914			uncertainty is too high
R07915			uncertainty is too high
R07916	-96.0	58.5	
R07917			uncertainty is too high
R07918	3.5	15.4	
R07919			uncertainty is too high
R07920			uncertainty is too high
R07921			uncertainty is too high
R07922			uncertainty is too high
R07923			uncertainty is too high
R07924			uncertainty is too high
R07925			uncertainty is too high
R07926			uncertainty is too high
R07927			uncertainty is too high
R07928			uncertainty is too high
R07929			uncertainty is too high
R07930			uncertainty is too high
R07931			uncertainty is too high
R07932			uncertainty is too high
R07933			uncertainty is too high
R07934	46.2	62.1	
R07935	0.6	61.5	
R07936	20.6	60.3	
R07937	32.7	59.9	
R07938			uncertainty is too high
R07939	-419.9	18.5	
R07940			uncertainty is too high
R07941			uncertainty is too high
R07942			uncertainty is too high
R07943			uncertainty is too high
R07944			uncertainty is too high
R07945	-204.2	17.9	
R07946			uncertainty is too high
R07947	39.9	19.5	
R07948			uncertainty is too high
R07949	-409.2	13.7	
R07950	46.2	59.1	
R07951	0.6	58.4	
R07952	20.6	57.3	
R07953	32.7	56.9	
R07954	-418.9	18.5	
R07955	-420.7	18.5	
R07956	-421.6	18.5	
R07957	-418.9	15.1	
R07958	-419.9	15.1	
R07959			uncertainty is too high
R07960			uncertainty is too high
R07961	-417.2	15.1	
R07962	-418.2	15.1	
R07963	-417.3	15.1	
R07964	-418.2	15.1	
R07965	-421.2	14.1	
R07966	-422.2	14.1	
R07967	-421.2	14.1	
R07968	-422.2	14.1	
R07969			uncertainty is too high
R07970			uncertainty is too high
R07971	-418.9	18.5	
R07972	-419.9	18.5	
R07973	-419.0	15.1	
R07974	-420.0	15.1	
R07975			uncertainty is too high
R07976			uncertainty is too high
R07977	-115.9	19.7	
R07978	-116.1	19.7	
R07979	-115.9	17.5	
R07980	-67.1	22.5	
R07981	-157.5	26.7	
R07982	-48.6	30.6	
R07983	-388.6	11.8	
R07984	90.2	10.8	
R07985	-23.1	6.2	
R07986	-7.7	9.2	
R07987			uncertainty is too high
R07988			uncertainty is too high
R07989			uncertainty is too high
R07990			uncertainty is too high
R07991			uncertainty is too high
R07992			uncertainty is too high
R07993	-460.4	40.1	
R07994	-204.2	31.7	
R07995	-101.8	39.6	
R07996	-460.4	40.1	
R07997	-460.4	47.4	
R07998	6.6	38.8	
R07999	6.6	46.2	
R08000	-58.5	38.8	
R08001	-58.5	46.2	
R08002	-443.3	43.1	
R08003			uncertainty is too high
R08004			uncertainty is too high
R08005			uncertainty is too high
R08006			uncertainty is too high
R08007			uncertainty is too high
R08008			uncertainty is too high
R08009			uncertainty is too high
R08010			uncertainty is too high
R08011	-204.3	57.6	
R08012	89.0	50.3	
R08013			uncertainty is too high
R08014			uncertainty is too high
R08015			uncertainty is too high
R08016			uncertainty is too high
R08017			uncertainty is too high
R08018			uncertainty is too high
R08019			uncertainty is too high
R08020			uncertainty is too high
R08021	-60.2	46.1	
R08022	-13.7	56.3	
R08023			uncertainty is too high
R08024			uncertainty is too high
R08026	-115.2	46.4	
R08027			uncertainty is too high
R08028	-54.0	39.6	
R08029	89.4	35.5	
R08030			uncertainty is too high
R08031			uncertainty is too high
R08032	-443.3	43.2	
R08033			uncertainty is too high
R08034			uncertainty is too high
R08035			uncertainty is too high
R08036			uncertainty is too high
R08037			uncertainty is too high
R08038			uncertainty is too high
R08040	-774.7	25.2	
R08041	408.4	16.6	
R08042			uncertainty is too high
R08043			uncertainty is too high
R08044			uncertainty is too high
R08045			uncertainty is too high
R08046			uncertainty is too high
R08047			uncertainty is too high
R08048			uncertainty is too high
R08049			uncertainty is too high
R08050	-460.3	35.5	
R08051	-46.9	8.6	
R08052	-49.5	8.8	
R08053			uncertainty is too high
R08054			uncertainty is too high
R08055			uncertainty is too high
R08056	-42.0	6.5	
R08057	51.2	19.7	
R08058	-30.4	6.5	
R08059	9.9	6.6	
R08060			uncertainty is too high
R08061	-29.0	19.3	
R08062	-26.4	18.1	
R08063	-29.0	18.3	
R08064	-26.4	17.2	
R08065	4.9	15.7	
R08066			uncertainty is too high
R08067	4.9	16.2	
R08068			uncertainty is too high
R08069	-14.2	17.9	
R08070	-14.2	17.1	
R08071	-14.2	15.3	
R08072	2.3	17.6	
R08073	2.3	16.9	
R08074	2.3	15.6	
R08075	-11.8	16.9	
R08076	-19.0	16.2	
R08077			uncertainty is too high
R08078			uncertainty is too high
R08079	-14.2	17.1	
R08080	2.3	16.9	
R08081			uncertainty is too high
R08082			uncertainty is too high
R08083	24.0	18.2	
R08084	24.0	14.2	
R08085	24.0	14.2	
R08086	-37.0	18.0	
R08087	-36.9	13.9	
R08088	-9.5	13.5	
R08089			uncertainty is too high
R08090	-1.1	36.5	
R08091	-32.7	36.0	
R08092	46.2	36.7	
R08093	-0.6	36.1	
R08094	20.7	35.2	
R08095	-32.7	35.1	
R08096	-36.9	13.9	
R08097	25.0	17.8	
R08098	0.0	40.6	
R08099	0.0	18.8	
R08100			uncertainty is too high
R08101			uncertainty is too high
R08102			uncertainty is too high
R08103			uncertainty is too high
R08104			uncertainty is too high
R08105			uncertainty is too high
R08106			uncertainty is too high
R08108			uncertainty is too high
R08109			uncertainty is too high
R08110			uncertainty is too high
R08111			uncertainty is too high
R08112			uncertainty is too high
R08113			uncertainty is too high
R08114			uncertainty is too high
R08115			uncertainty is too high
R08116			uncertainty is too high
R08117	-14.6	10.1	
R08118			uncertainty is too high
R08119			uncertainty is too high
R08120			uncertainty is too high
R08121			uncertainty is too high
R08122			uncertainty is too high
R08123			uncertainty is too high
R08124	-10.3	17.2	
R08126			uncertainty is too high
R08127			uncertainty is too high
R08128			uncertainty is too high
R08129	-315.5	47.0	
R08130			uncertainty is too high
R08131			uncertainty is too high
R08132			uncertainty is too high
R08133			uncertainty is too high
R08134			uncertainty is too high
R08135			uncertainty is too high
R08136			uncertainty is too high
R08137			uncertainty is too high
R08138			uncertainty is too high
R08139			uncertainty is too high
R08140			uncertainty is too high
R08141			uncertainty is too high
R08142			uncertainty is too high
R08143			uncertainty is too high
R08144			uncertainty is too high
R08145			uncertainty is too high
R08146			uncertainty is too high
R08147	150.2	27.7	
R08148	-419.1	28.5	
R08149	-5.7	27.0	
R08150	-5.7	23.3	
R08151			uncertainty is too high
R08152	17.7	22.7	
R08153	17.7	25.4	
R08154	-7.7	24.5	
R08155	-157.1	27.0	
R08156	-180.0	25.2	
R08157			uncertainty is too high
R08158			uncertainty is too high
R08159			uncertainty is too high
R08160			uncertainty is too high
R08161			uncertainty is too high
R08162			uncertainty is too high
R08163			uncertainty is too high
R08164			uncertainty is too high
R08165	26.7	11.7	
R08166	-127.0	30.1	
R08167			uncertainty is too high
R08168			uncertainty is too high
R08170			uncertainty is too high
R08171			uncertainty is too high
R08172			uncertainty is too high
R08173			uncertainty is too high
R08174	-24.9	41.6	
R08175	-24.9	43.8	
R08176	-24.9	42.7	
R08177	-19.7	44.4	
R08178	-24.9	46.5	
R08179	-24.9	53.5	
R08180	-24.9	58.1	
R08181	-24.9	46.5	
R08182	-24.9	48.2	
R08183	-24.6	50.0	
R08184	-24.9	46.0	
R08185	-24.9	48.3	
R08186	-24.9	44.7	
R08187	-24.9	46.9	
R08188	-24.9	49.1	
R08189	-24.9	55.1	
R08190	-24.9	46.3	
R08191	-24.9	52.4	
R08192	-24.9	48.2	
R08193	7.3	3.6	
R08194	7.3	5.7	
R08195	-2.4	4.3	
R08196	-2.4	4.3	
R08197	2.4	9.8	
R08198	22.6	3.6	
R08199	-21.6	6.8	
R08200	-69.0	5.9	
R08201	-6.0	5.4	
R08203			uncertainty is too high
R08204			uncertainty is too high
R08205	-359.0	16.0	
R08206			uncertainty is too high
R08207			uncertainty is too high
R08208			uncertainty is too high
R08209	61.5	3.6	
R08210	66.4	3.6	
R08211			uncertainty is too high
R08212	-283.4	16.7	
R08213	-25.3	6.0	
R08214	3.2	9.5	
R08215	3.1	10.2	
R08217	207.3	20.9	
R08218			uncertainty is too high
R08219			uncertainty is too high
R08220			uncertainty is too high
R08221	-21.9	22.5	
R08222	9.6	22.0	
R08223			uncertainty is too high
R08224			uncertainty is too high
R08225			uncertainty is too high
R08226			uncertainty is too high
R08227			uncertainty is too high
R08228			uncertainty is too high
R08229	-15.6	21.8	
R08230	-10.2	21.6	
R08231	-24.5	21.8	
R08232	-12.1	22.4	
R08233	-12.1	23.0	
R08234			uncertainty is too high
R08235			uncertainty is too high
R08236			uncertainty is too high
R08237			uncertainty is too high
R08238	-24.4	22.3	
R08239			uncertainty is too high
R08240			uncertainty is too high
R08241			uncertainty is too high
R08242			uncertainty is too high
R08243			uncertainty is too high
R08244			uncertainty is too high
R08245			uncertainty is too high
R08246			uncertainty is too high
R08247	1.7	4.2	
R08248			uncertainty is too high
R08249			uncertainty is too high
R08250			uncertainty is too high
R08251			uncertainty is too high
R08252	160.2	13.3	
R08253			uncertainty is too high
R08254			uncertainty is too high
R08255			uncertainty is too high
R08256			uncertainty is too high
R08257			uncertainty is too high
R08258			uncertainty is too high
R08259			uncertainty is too high
R08260			uncertainty is too high
R08261			uncertainty is too high
R08262			uncertainty is too high
R08263			uncertainty is too high
R08264			uncertainty is too high
R08265			uncertainty is too high
R08266			uncertainty is too high
R08267	-443.3	45.3	
R08268	-128.6	39.8	
R08269	-128.6	38.3	
R08270	-443.3	38.8	
R08271	-398.4	46.0	
R08272	-117.4	37.2	
R08273	-24.9	48.3	
R08274	-398.4	39.7	
R08275			uncertainty is too high
R08276			uncertainty is too high
R08277			uncertainty is too high
R08278			uncertainty is too high
R08279			uncertainty is too high
R08280			uncertainty is too high
R08281			uncertainty is too high
R08282			uncertainty is too high
R08283			uncertainty is too high
R08284			uncertainty is too high
R08285			uncertainty is too high
R08286			uncertainty is too high
R08287			uncertainty is too high
R08288			uncertainty is too high
R08289			uncertainty is too high
R08290			uncertainty is too high
R08291			uncertainty is too high
R08292			uncertainty is too high
R08293	-216.7	23.2	
R08294	-443.3	32.0	
R08295	-1.0	21.1	
R08296	-205.5	19.8	
R08297	-216.7	23.7	
R08298	-204.2	23.3	
R08299	13.0	14.6	
R08300	-1.0	30.1	
R08301	-204.2	15.9	
R08302	-456.9	13.1	
R08303			uncertainty is too high
R08304			uncertainty is too high
R08305			uncertainty is too high
R08306			uncertainty is too high
R08307			uncertainty is too high
R08308			uncertainty is too high
R08309			uncertainty is too high
R08310			uncertainty is too high
R08311			uncertainty is too high
R08312			uncertainty is too high
R08313	-443.3	44.7	
R08314			uncertainty is too high
R08315	-204.2	47.4	
R08316	-127.4	43.9	
R08317	-204.2	44.3	
R08318	27.5	46.6	
R08319	-84.7	43.1	
R08320	-204.2	47.4	
R08321	57.7	43.7	
R08322	-170.3	44.0	
R08323	-16.3	15.7	
R08324	0.5	8.8	
R08325	-398.3	10.0	
R08326	-396.2	10.0	
R08327	-398.3	10.0	
R08328	-11.4	9.5	
R08329	-4.9	9.9	
R08330	-43.5	7.7	
R08331	-31.3	3.9	
R08332	-26.5	8.0	
R08333	-343.4	7.0	
R08334	-301.0	7.5	
R08335	-43.5	7.7	
R08336	-4.9	8.8	
R08337	-0.9	8.6	
R08338	-154.3	8.3	
R08339			uncertainty is too high
R08340			uncertainty is too high
R08341	-128.7	33.0	
R08342	-117.4	29.9	
R08343			uncertainty is too high
R08344			uncertainty is too high
R08345			uncertainty is too high
R08346			uncertainty is too high
R08347			uncertainty is too high
R08348			uncertainty is too high
R08349			uncertainty is too high
R08350	-1.9	49.3	
R08351	-1.9	49.7	
R08352	-22.7	34.8	
R08353	-22.8	45.1	
R08354	-23.7	21.8	
R08355	-24.5	34.7	
R08356	126.9	89.1	
R08357	99.0	78.4	
R08358			uncertainty is too high
R08359			uncertainty is too high
R08360			uncertainty is too high
R08361			uncertainty is too high
R08362			uncertainty is too high
R08363			uncertainty is too high
R08364			uncertainty is too high
R08365	7.0	5.3	
R08366			uncertainty is too high
R08367			uncertainty is too high
R08368	15.4	14.9	
R08369			uncertainty is too high
R08370	-180.1	28.8	
R08371	-1830.0	72.6	
R08372			uncertainty is too high
R08373	-289.4	30.9	
R08374	-27.9	25.9	
R08375	4.9	45.6	
R08376			uncertainty is too high
R08377			uncertainty is too high
R08378			uncertainty is too high
R08379	12.4	3.4	
R08380	33.2	43.4	
R08381	-5.6	42.3	
R08382	23.1	42.0	
R08383	24.0	42.0	
R08384	-170.4	42.7	
R08385	-36.9	41.9	
R08386			uncertainty is too high
R08387			uncertainty is too high
R08388			uncertainty is too high
R08389			uncertainty is too high
R08390	-396.2	41.0	
R08391			uncertainty is too high
R08392	-409.5	40.8	
R08393	1756.6	18.5	
R08394	1715.6	19.0	
R08395	-260.0	35.6	
R08396	-24.8	18.6	
R08397	1761.5	16.3	
R08398	1715.6	19.0	
R08399	1720.5	16.8	
R08400	-72.9	20.4	
R08401			uncertainty is too high
R08402			uncertainty is too high
R08403			uncertainty is too high
R08404			uncertainty is too high
R08405			uncertainty is too high
R08406			uncertainty is too high
R08407			uncertainty is too high
R08408	-113.9	16.9	
R08409			uncertainty is too high
R08410			uncertainty is too high
R08411	-148.5	5.3	
R08412	514.8	6.7	
R08413	452.7	7.6	
R08414	13.0	27.5	
R08415			uncertainty is too high
R08416			uncertainty is too high
R08417			uncertainty is too high
R08418			uncertainty is too high
R08419			uncertainty is too high
R08420			uncertainty is too high
R08421			uncertainty is too high
R08422			uncertainty is too high
R08423			uncertainty is too high
R08424			uncertainty is too high
R08425			uncertainty is too high
R08426	170.8	28.0	
R08427			uncertainty is too high
R08428			uncertainty is too high
R08429			uncertainty is too high
R08430			uncertainty is too high
R08431			uncertainty is too high
R08432			uncertainty is too high
R08433			uncertainty is too high
R08434			uncertainty is too high
R08435	-402.6	10.2	
R08436	184.2	27.4	
R08437	89.0	28.2	
R08438			uncertainty is too high
R08439			uncertainty is too high
R08440			uncertainty is too high
R08441			uncertainty is too high
R08442			uncertainty is too high
R08443	492.1	29.0	
R08444	62.8	22.9	
R08445	18.7	26.7	
R08446			uncertainty is too high
R08447			uncertainty is too high
R08448			uncertainty is too high
R08449			uncertainty is too high
R08450			uncertainty is too high
R08451	-9.5	78.1	
R08452	-117.4	77.3	
R08453	-79.7	77.2	
R08454			uncertainty is too high
R08455			uncertainty is too high
R08456	-115.2	46.9	
R08457	56.9	46.9	
R08458			uncertainty is too high
R08459			uncertainty is too high
R08460			uncertainty is too high
R08461	5.5	17.3	
R08462			uncertainty is too high
R08463	244.0	8.2	
R08464	44.1	11.3	
R08465			uncertainty is too high
R08466	44.1	11.3	
R08467			uncertainty is too high
R08468			uncertainty is too high
R08469			uncertainty is too high
R08470	-52.1	54.7	
R08471	420.6	56.6	
R08472	349.0	58.9	
R08473	69.6	15.4	
R08474	276.2	30.1	
R08475			uncertainty is too high
R08476			uncertainty is too high
R08477	140.0	54.3	
R08478	1130.6	34.1	
R08479			uncertainty is too high
R08480			uncertainty is too high
R08481			uncertainty is too high
R08482	6.2	24.6	
R08483	127.3	32.1	
R08484	45.2	33.6	
R08485	-154.3	39.6	
R08486	-33.2	51.8	
R08487	-39.9	72.7	
R08488	-271.8	108.2	
R08489	204.2	107.9	
R08490			uncertainty is too high
R08491			uncertainty is too high
R08492			uncertainty is too high
R08494			uncertainty is too high
R08495			uncertainty is too high
R08496			uncertainty is too high
R08497			uncertainty is too high
R08498			uncertainty is too high
R08499	48.1	17.5	
R08500			uncertainty is too high
R08501			uncertainty is too high
R08502	-80.7	21.0	
R08503	-2.5	4.4	
R08505			uncertainty is too high
R08506			uncertainty is too high
R08507			uncertainty is too high
R08508			uncertainty is too high
R08509	466.2	20.3	
R08510	-24.8	37.0	
R08511			uncertainty is too high
R08512			uncertainty is too high
R08513	101.0	26.9	
R08514			uncertainty is too high
R08515	2.7	2.6	
R08516			uncertainty is too high
R08517			uncertainty is too high
R08518			uncertainty is too high
R08519			uncertainty is too high
R08520			uncertainty is too high
R08521			uncertainty is too high
R08522			uncertainty is too high
R08523			uncertainty is too high
R08524			uncertainty is too high
R08525			uncertainty is too high
R08527	-360.7	8.5	
R08528	-72.9	20.4	
R08529			uncertainty is too high
R08530	5.3	32.6	
R08531	5.3	32.6	
R08532			uncertainty is too high
R08533	-57.7	9.1	
R08534	0.6	13.9	
R08535			uncertainty is too high
R08536	14.1	5.1	
R08537			uncertainty is too high
R08538			uncertainty is too high
R08539			uncertainty is too high
R08540	-266.5	29.8	
R08541	-314.8	41.4	
R08542			uncertainty is too high
R08543			uncertainty is too high
R08544	-17.8	4.8	
R08545	-332.8	31.8	
R08546			uncertainty is too high
R08547			uncertainty is too high
R08548	-10.9	2.6	
R08549	-27.2	7.7	
R08550			uncertainty is too high
R08551			uncertainty is too high
R08553	26.4	9.4	
R08555	-5.9	10.8	
R08557	19.2	2.4	
R08558	20.1	2.4	
R08559			uncertainty is too high
R08560			uncertainty is too high
R08561			uncertainty is too high
R08562			uncertainty is too high
R08563			uncertainty is too high
R08564			uncertainty is too high
R08566	-1.9	14.2	
R08567	-2.6	14.3	
R08568	-18.4	10.3	
R08569	-49.1	15.8	
R08570	18.3	5.8	
R08571	-70.4	6.6	
R08572	-6.7	1.4	
R08573	21.1	4.5	
R08574	2.1	34.2	
R08575	-0.7	2.8	
R08576			uncertainty is too high
R08577			uncertainty is too high
R08578			uncertainty is too high
R08579			uncertainty is too high
R08583	-27.2	4.3	
R08584			uncertainty is too high
R08585			uncertainty is too high
R08586	615.5	16.2	
R08587	-13.8	15.0	
R08588			uncertainty is too high
R08589			uncertainty is too high
R08590			uncertainty is too high
R08591	1.6	28.3	
R08593	-0.0	25.2	
R08594	288.9	24.4	
R08595	246.0	28.1	
R08596	1304.2	33.4	
R08597	0.0	25.2	
R08598	59.4	26.6	
R08600	-38.1	11.7	
R08601	-30.6	11.1	
R08602			uncertainty is too high
R08603			uncertainty is too high
R08604			uncertainty is too high
R08605			uncertainty is too high
R08606			uncertainty is too high
R08607			uncertainty is too high
R08608			uncertainty is too high
R08609	-298.0	9.5	
R08610	-488.6	16.1	
R08611	-548.7	16.2	
R08612	-271.4	2.7	
R08613			uncertainty is too high
R08614	-269.4	2.3	
R08615	-25.1	4.9	
R08616	8.6	6.4	
R08617	-122.0	15.0	
R08618			uncertainty is too high
R08619	-25.2	16.4	
R08620	6.4	16.4	
R08621	-62.2	17.3	
R08622			uncertainty is too high
R08623	-25.3	16.6	
R08624	6.4	16.6	
R08625	-62.2	17.6	
R08626			uncertainty is too high
R08627	-25.3	17.0	
R08628	6.4	17.0	
R08629	-62.2	18.0	
R08630			uncertainty is too high
R08631	-25.2	17.4	
R08632	35.8	10.9	
R08633	31.7	10.2	
R08634	6.4	17.5	
R08635	23.8	5.6	
R08636	-62.2	18.5	
R08637	-33.7	8.0	
R08638			uncertainty is too high
R08639	-7.4	1.5	
R08640	-25.3	18.0	
R08641	6.4	18.1	
R08642	-62.2	19.1	
R08643			uncertainty is too high
R08644	-25.3	18.7	
R08645	6.4	18.7	
R08646	-62.2	19.8	
R08647			uncertainty is too high
R08648	-21.9	9.7	
R08650	-267.0	12.4	
R08651	21.5	2.9	
R08652			uncertainty is too high
R08653			uncertainty is too high
R08654			uncertainty is too high
R08655			uncertainty is too high
R08656			uncertainty is too high
R08657	-58.3	6.1	
R08658	-18.4	4.6	
R08659			uncertainty is too high
R08660			uncertainty is too high
R08661			uncertainty is too high
R08662			uncertainty is too high
R08663			uncertainty is too high
R08664			uncertainty is too high
R08665			uncertainty is too high
R08666			uncertainty is too high
R08667			uncertainty is too high
R08668			uncertainty is too high
R08669			uncertainty is too high
R08670			uncertainty is too high
R08671			uncertainty is too high
R08672			uncertainty is too high
R08673			uncertainty is too high
R08674			uncertainty is too high
R08675			uncertainty is too high
R08676	-5.6	3.0	
R08677	30.8	10.2	
R08678	-377.0	23.5	
R08680			uncertainty is too high
R08681			uncertainty is too high
R08682			uncertainty is too high
R08683			uncertainty is too high
R08684			uncertainty is too high
R08685			uncertainty is too high
R08686			uncertainty is too high
R08687			uncertainty is too high
R08688			uncertainty is too high
R08689			uncertainty is too high
R08690	79.8	7.9	
R08691			uncertainty is too high
R08692			uncertainty is too high
R08693			uncertainty is too high
R08695	-23.3	26.9	
R08696	-24.8	28.3	
R08697	-24.8	27.9	
R08698	-24.8	3.5	
R08699			uncertainty is too high
R08700			uncertainty is too high
R08701			uncertainty is too high
R08702			uncertainty is too high
R08704	0.0	21.8	
R08705	-7.3	20.6	
R08706	0.0	22.4	
R08707			uncertainty is too high
R08708	0.0	22.0	
R08709	-6.4	21.0	
R08710	-7.3	21.0	
R08711	-7.3	21.0	
R08712			uncertainty is too high
R08713			uncertainty is too high
R08714	2.6	8.8	
R08716			uncertainty is too high
R08721			uncertainty is too high
R08723			uncertainty is too high
R08724			uncertainty is too high
R08725			uncertainty is too high
R08726			uncertainty is too high
R08727			uncertainty is too high
R08728			uncertainty is too high
R08733			uncertainty is too high
R08734			uncertainty is too high
R08735			uncertainty is too high
R08738			uncertainty is too high
R08739			uncertainty is too high
R08740			uncertainty is too high
R08743			uncertainty is too high
R08744			uncertainty is too high
R08745			uncertainty is too high
R08746	0.0	29.1	
R08747	-72.9	87.1	
R08748	-72.9	39.2	
R08749	-72.9	48.7	
R08750	-72.9	58.3	
R08751	-72.9	67.9	
R08752	-72.9	77.5	
R08753	-72.9	87.1	
R08754	-60.2	36.2	
R08755	-60.2	32.4	
R08756	-60.2	29.6	
R08757			uncertainty is too high
R08758			uncertainty is too high
R08759			uncertainty is too high
R08760			uncertainty is too high
R08761			uncertainty is too high
R08762			uncertainty is too high
R08763			uncertainty is too high
R08764	-453.4	13.4	
R08765			uncertainty is too high
R08766	0.6	11.0	
R08767	-13.1	33.7	
R08768	-443.3	25.3	
R08769			uncertainty is too high
R08770	-220.6	25.7	
R08771			uncertainty is too high
R08772	-11.0	28.0	
R08773	-375.0	29.8	
R08774			uncertainty is too high
R08775			uncertainty is too high
R08776			uncertainty is too high
R08777			uncertainty is too high
R08778			uncertainty is too high
R08779			uncertainty is too high
R08780			uncertainty is too high
R08781			uncertainty is too high
R08782	-93.0	90.5	
R08783			uncertainty is too high
R08784			uncertainty is too high
R08785			uncertainty is too high
R08786	-557.0	36.0	
R08787			uncertainty is too high
R08788			uncertainty is too high
R08789			uncertainty is too high
R08790			uncertainty is too high
R08791			uncertainty is too high
R08792			uncertainty is too high
R08794			uncertainty is too high
R08795			uncertainty is too high
R08796	-2.2	69.6	
R08797	-2.3	69.8	
R08798	46.6	20.7	
R08799	46.6	26.0	
R08800	46.6	20.6	
R08801	-204.2	30.3	
R08802	-204.2	18.1	
R08803			uncertainty is too high
R08804			uncertainty is too high
R08805	14.7	36.8	
R08806	14.7	39.2	
R08807	-14.8	73.0	
R08808	-14.8	74.1	
R08809	-14.9	74.1	
R08810	-15.0	77.7	
R08811	-115.2	29.5	
R08812	-115.2	34.7	
R08813	-60.6	43.6	
R08814	-60.6	55.7	
R08815	-443.4	35.5	
R08816	-60.6	33.4	
R08817	-13.7	33.2	
R08818	48.5	48.4	
R08819	-0.7	61.5	
R08820	48.6	46.7	
R08821	48.4	45.5	
R08822	-60.3	44.1	
R08823	-8.2	58.6	
R08824	-13.9	45.8	
R08825			uncertainty is too high
R08826			uncertainty is too high
R08827			uncertainty is too high
R08828			uncertainty is too high
R08829			uncertainty is too high
R08830	-60.2	44.1	
R08831			uncertainty is too high
R08832	-383.9	21.0	
R08833	-44.3	26.8	
R08834	48.7	45.1	
R08835			uncertainty is too high
R08836	-251.2	12.5	
R08837	-154.0	18.6	
R08838	-443.3	10.7	
R08839	0.6	19.5	
R08840			uncertainty is too high
R08841			uncertainty is too high
R08842			uncertainty is too high
R08843	-57.8	36.0	
R08844	-0.0	37.2	
R08845			uncertainty is too high
R08846	-52.7	16.6	
R08847	-159.2	16.6	
R08848	-20.9	22.4	
R08849			uncertainty is too high
R08850	0.2	48.2	
R08851			uncertainty is too high
R08852			uncertainty is too high
R08853			uncertainty is too high
R08854			uncertainty is too high
R08855	-23.1	136.5	
R08856	4.5	106.1	
R08857	-14.4	119.4	
R08858	-7.6	112.5	
R08859			uncertainty is too high
R08860			uncertainty is too high
R08861	-25.4	3.5	
R08862			uncertainty is too high
R08863	-27.7	27.9	
R08864	-88.4	27.4	
R08865			uncertainty is too high
R08866			uncertainty is too high
R08867			uncertainty is too high
R08868			uncertainty is too high
R08869			uncertainty is too high
R08870			uncertainty is too high
R08871			uncertainty is too high
R08872			uncertainty is too high
R08873			uncertainty is too high
R08874			uncertainty is too high
R08875			uncertainty is too high
R08876			uncertainty is too high
R08877			uncertainty is too high
R08878	31.7	4.1	
R08879	26.7	5.9	
R08880	16.5	5.9	
R08881	85.6	15.0	
R08882			uncertainty is too high
R08883	814.6	14.0	
R08884	561.1	11.6	
R08885	902.6	14.1	
R08886	902.6	14.1	
R08887			uncertainty is too high
R08888			uncertainty is too high
R08889	-366.1	58.8	
R08890	11.4	30.2	
R08891	10.0	31.3	
R08892	6.3	30.2	
R08893			uncertainty is too high
R08894	-14.0	32.7	
R08895	-11.7	35.7	
R08896	-110.5	36.6	
R08897	-16.2	37.3	
R08898	-15.0	39.0	
R08899	-23.1	39.5	
R08900	-14.3	40.9	
R08901	-13.9	45.9	
R08902	-110.4	46.6	
R08903	-18.9	47.6	
R08904	0.0	48.9	
R08905			uncertainty is too high
R08906			uncertainty is too high
R08907			uncertainty is too high
R08908			uncertainty is too high
R08909			uncertainty is too high
R08910	-27.7	46.5	
R08911	0.0	42.8	
R08912			uncertainty is too high
R08913			uncertainty is too high
R08914			uncertainty is too high
R08915			uncertainty is too high
R08916			uncertainty is too high
R08917			uncertainty is too high
R08918	6.4	32.3	
R08919	6.4	32.0	
R08920	-398.9	18.2	
R08921			uncertainty is too high
R08922	-443.4	53.4	
R08923			uncertainty is too high
R08924	-6.4	30.8	
R08925	-360.7	22.7	
R08926	-12.4	4.8	
R08927	59.4	26.6	
R08928	288.9	24.4	
R08929	246.0	28.1	
R08930	170.3	26.2	
R08931	26.1	27.0	
R08932			uncertainty is too high
R08935	19.6	22.0	
R08936			uncertainty is too high
R08937	-4.5	12.9	
R08938			uncertainty is too high
R08939			uncertainty is too high
